iter	Passed	Remaining
397	546	827
398	547	824
399	548	822
400	548	819
401	549	817
402	551	816
403	551	814
404	552	812
405	555	812
406	556	810
407	557	808
408	558	806
409	559	804
410	560	803
411	561	801
412	562	798
413	562	796
414	563	794
415	564	792
416	566	791
417	567	789
418	568	788
419	569	786
420	570	784
421	570	781
422	571	779
423	572	778
424	573	775
425	574	773
426	576	773
427	576	771
428	577	769
429	578	767
430	580	766
431	585	770
432	587	769
433	590	769
434	592	769
435	594	769
436	599	771
437	600	770
438	610	779
439	615	783
440	619	785
441	620	783
442	621	781
443	622	779
444	623	777
445	623	774
446	624	772
447	625	770
448	627	770
449	630	771
450	631	769
451	632	766
452	633	764
453	635	764
454	636	762
455	636	759
456	637	757
457	638	755
458	638	753
459	640	751
460	645	755
461	647	754
462	651	755
463	651	753
464	652	750
465	653	748
466	654	746
467	655	744
468	656	743
469	657	741
470	661	742
471	661	740
472	663	739
473	664	737
474	664	734
475	665	732
476	666	730
477	667	728
478	667	726
479	668	724
480	669	721
481	669	719
482	671	718
483	672	716
484	674	716
485	675	714
486	675	711
487	677	710
488	681	711
489	682	709
490	682	707
491	683	705
492	684	703
493	684	701
494	700	714
495	703	714
496	703	712
497	704	710
498	705	708
499	706	706
500	708	706
501	711	705
502	712	703
503	712	701
504	713	699
505	715	698
506	718	698
507	719	696
508	719	694
509	724	696
510	726	694
511	727	692
512	731	694
513	734	694
514	737	694
515	737	692
516	738	690
517	739	688
518	740	686
519	745	688
520	748	688
521	749	685
522	753	686
523	756	687
524	756	684
525	757	682
526	757	680
527	758	678
528	759	676
529	763	676
530	763	674
531	764	672
532	773	677
533	774	676
534	778	676
535	780	675
536	782	674
537	787	676
538	789	674
539	791	673
540	793	672
541	797	674
542	800	673
543	803	673
544	807	674
545	815	678
546	816	676
547	817	674
548	821	674
549	823	673
550	830	676
551	830	674
552	835	675
553	836	673
554	837	671
555	837	668
556	840	668
557	841	666
558	842	664
559	842	662
560	843	659
561	844	658
562	845	656
563	846	654
564	848	653
565	849	651
566	850	649
567	853	649
568	855	648
569	857	646
570	858	645
571	859	643
572	861	641
573	862	640
574	867	640
575	871	641
576	872	639
577	873	637
578	874	635
579	876	634
580	880	634
581	881	632
582	881	630
583	882	628
584	888	630
585	889	628
586	890	626
587	906	635
588	910	635
589	911	633
590	911	631
591	943	649
592	947	650
593	958	654
594	963	655
595	966	655
596	967	653
597	974	654
598	977	654
599	984	656
600	985	654
601	996	659
602	999	657
603	1000	655
604	1001	653
605	1011	657
606	1017	658
607	1021	658
608	1021	656
609	1022	653
610	1023	651
611	1024	649
612	1035	653
613	1045	657
614	1047	655
615	1051	655
616	1052	653
617	1053	651
618	1066	656
619	1071	656
620	1076	657
621	1077	654
622	1078	652
623	1079	650
624	1080	648
625	1080	645
626	1084	645
627	1090	646
628	1091	643
629	1092	641
630	1093	639
631	1094	637
632	1094	634
633	1097	633
634	1104	634
635	1104	632
636	1105	630
637	1106	627
638	1106	625
639	1107	622
640	1108	620
641	1108	618
642	1109	615
643	1110	613
644	1112	612
645	1119	613
646	1120	611
647	1121	609
648	1122	606
649	1123	604
650	1124	602
651	1124	600
652	1125	598
653	1128	596
654	1136	598
655	1137	596
656	1138	594
657	1139	592
658	1140	590
659	1141	587
660	1142	585
661	1143	583
662	1150	584
663	1151	582
664	1152	580
665	1152	578
666	1153	575
667	1154	573
668	1154	571
669	1155	569
670	1156	567
671	1158	565
672	1164	565
673	1165	563
674	1166	561
675	1166	559
676	1167	557
677	1168	554
678	1168	552
679	1169	550
680	1170	548
681	1170	545
682	1171	543
683	1172	541
684	1173	539
685	1175	537
686	1181	538
687	1182	536
688	1200	541
689	1201	539
690	1201	537
691	1206	537
692	1212	537
693	1222	539
694	1225	537
695	1226	535
696	1227	533
697	1228	531
698	1230	529
699	1231	527
700	1232	525
701	1233	523
702	1235	521
703	1252	526
704	1253	524
705	1257	523
706	1258	521
707	1259	519
708	1260	517
709	1273	520
710	1275	518
711	1275	516
712	1277	514
713	1298	520
714	1319	526
715	1323	525
716	1327	524
717	1329	522
718	1330	520
719	1332	518
720	1333	515
721	1333	513
722	1334	511
723	1335	509
724	1337	507
725	1337	504
726	1338	502
727	1339	500
728	1340	498
729	1341	496
730	1341	493
731	1342	491
732	1345	490
733	1346	487
734	1346	485
735	1347	483
736	1348	481
737	1348	478
738	1349	476
739	1350	474
740	1352	472
741	1353	470
742	1354	468
743	1355	466
744	1356	464
745	1357	462
746	1357	459
747	1358	457
748	1359	455
749	1360	453
750	1360	451
751	1361	449
752	1362	446
753	1362	444
754	1363	442
755	1363	440
756	1364	438
757	1365	435
758	1366	433
759	1370	432
760	1371	430
761	1371	428
762	1372	426
763	1373	424
764	1375	422
765	1376	420
766	1377	418
767	1377	416
768	1378	414
769	1378	411
770	1379	409
771	1380	407
772	1381	405
773	1382	403
774	1383	401
775	1383	399
776	1384	397
777	1385	395
778	1386	393
779	1387	391
780	1389	389
781	1390	387
782	1391	385
783	1391	383
784	1392	381
785	1393	379
786	1393	377
787	1394	375
788	1395	373
789	1395	371
790	1397	369
791	1398	367
792	1398	365
793	1399	363
794	1400	361
795	1401	359
796	1402	357
797	1403	355
798	1404	353
799	1404	351
800	1405	349
801	1406	347
802	1406	345
803	1407	343
804	1408	341
805	1408	339
806	1409	337
807	1410	335
808	1411	333
809	1413	331
810	1414	329
811	1415	327
812	1416	325
813	1416	323
814	1417	321
815	1420	320
816	1420	318
817	1421	316
818	1421	314
819	1422	312
820	1423	310
821	1423	308
822	1424	306
823	1426	304
824	1429	303
825	1429	301
826	1430	299
827	1431	297
828	1432	295
829	1432	293
830	1433	291
831	1434	289
832	1435	287
833	1435	285
834	1436	283
835	1437	281
836	1437	279
837	1438	278
838	1438	276
839	1439	274
840	1441	272
841	1441	270
842	1443	268
843	1444	266
844	1445	265
845	1446	263
846	1446	261
847	1447	259
848	1448	257
849	1449	255
850	1449	253
851	1450	251
852	1450	250
853	1451	248
854	1452	246
855	1452	244
856	1453	242
857	1454	240
858	1454	238
859	1456	237
860	1457	235
861	1458	233
862	1459	231
863	1460	229
864	1461	228
865	1463	226
866	1463	224
867	1464	222
868	1465	220
869	1465	219
870	1466	217
871	1467	215
872	1470	213
873	1476	212
874	1481	211
875	1482	209
876	1486	208
877	1488	206
878	1489	204
879	1493	203
880	1495	202
881	1496	200
882	1499	198
883	1502	197
884	1503	195
885	1508	194
886	1509	192
887	1509	190
888	1513	188
889	1515	187
890	1515	185
891	1517	183
892	1518	181
893	1519	180
894	1520	178
895	1521	176
896	1522	174
897	1523	173
898	1524	171
899	1524	169
900	1525	167
901	1526	165
902	1526	164
903	1527	162
904	1528	160
905	1529	158
906	1530	156
907	1531	155
908	1535	153
909	1536	151
910	1537	150
911	1538	148
912	1539	146
913	1540	144
914	1540	143
915	1541	141
916	1542	139
917	1543	137
918	1543	136
919	1544	134
920	1546	132
921	1547	130
922	1550	129
923	1551	127
924	1552	125
925	1553	124
926	1554	122
927	1555	120
928	1556	118
929	1557	117
930	1557	115
931	1558	113
932	1559	111
933	1560	110
934	1561	108
935	1564	106
936	1565	105
937	1566	103
938	1570	102
939	1571	100
940	1575	98
941	1583	97
942	1583	95
943	1585	94
944	1586	92
945	1587	90
946	1587	88
947	1588	87
948	1588	85
949	1589	83
950	1589	81
951	1590	80
952	1590	78
953	1593	76
954	1595	75
955	1596	73
956	1597	71
957	1598	70
958	1601	68
959	1601	66
960	1602	65
961	1603	63
962	1603	61
963	1604	59
964	1605	58
965	1606	56
966	1609	54
967	1610	53
968	1611	51
969	1620	50
970	1620	48
971	1621	46
972	1622	45
973	1624	43
974	1625	41
975	1625	39
976	1627	38
977	1627	36
978	1628	34
979	1633	33
980	1634	31
981	1635	29
982	1635	28
983	1636	26
984	1636	24
985	1637	23
986	1640	21
987	1641	19
988	1642	18
989	1646	16
990	1646	14
991	1647	13
992	1648	11
993	1649	9
994	1649	8
995	1652	6
996	1653	4
997	1654	3
998	1655	1
999	1656	0
